weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,wind.gust,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,main.sea_level,main.grnd_level,message,rain.1h
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,9001.0,1627806415.0,25200.0,1640902.0,Kawalu,200,108.2082,-7.3817,76.41,77.79,76.41,76.41,1011.0,86.0,5.79,145.0,9.33,73.0,,,ID,1627772375.0,1627814837.0,1011.0,975.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806415.0,16200.0,140463.0,Birjand,200,59.2211,32.8663,90.07,85.98,90.07,90.07,1012.0,9.0,9.22,110.0,,0.0,1.0,7481.0,IR,1627780598.0,1627830128.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806416.0,39600.0,2178753.0,Kirakira,200,161.9205,-10.4544,76.12,77.14,76.12,76.12,1012.0,79.0,5.95,170.0,7.49,100.0,,,SB,1627759731.0,1627801700.0,1012.0,1010.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806416.0,10800.0,695594.0,Rivne,200,26.2274,50.6231,73.38,73.62,73.11,77.85,1011.0,68.0,0.0,0.0,,0.0,1.0,8912.0,UA,1627785728.0,1627840834.0,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,6000.0,1627806416.0,19800.0,1263494.0,Mormugao,200,73.8,15.4,83.46,95.83,83.46,83.46,1008.0,89.0,13.8,270.0,19.57,40.0,1.0,9233.0,IN,1627778812.0,1627824916.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806416.0,10800.0,305681.0,Kumluca,200,30.2869,36.3703,95.5,96.4,95.5,95.5,1006.0,33.0,2.3,195.0,9.01,0.0,,,TR,1627787118.0,1627837495.0,1006.0,1002.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806416.0,10800.0,262067.0,Gazi,200,25.0669,35.3253,91.76,100.29,85.8,98.06,1009.0,54.0,1.01,251.0,1.99,0.0,2.0,2003070.0,GR,1627788503.0,1627838616.0,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806416.0,7200.0,6541279.0,Policoro,200,16.6726,40.2115,95.68,95.81,86.9,98.62,1011.0,31.0,1.01,225.0,1.99,23.0,2.0,2012497.0,IT,1627789867.0,1627841281.0,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627806416.0,43200.0,2181625.0,Te Anau,200,167.7167,-45.4167,44.67,44.67,44.67,44.67,1009.0,93.0,0.92,127.0,1.86,41.0,,,NZ,1627762053.0,1627796597.0,1009.0,983.0,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627806159.0,36000.0,2094342.0,Kavieng,200,150.7967,-2.5744,82.6,88.36,82.6,82.6,1009.0,73.0,4.81,104.0,4.94,5.0,,,PG,1627761777.0,1627804993.0,1009.0,1008.0,,0.75
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627806416.0,25200.0,1497337.0,Kayerkan,200,87.7602,69.3497,52.77,51.75,52.77,52.77,1012.0,85.0,11.14,147.0,19.04,100.0,,,RU,1627761301.0,1627835726.0,1012.0,997.0,,0.24
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806416.0,-14400.0,5282297.0,Bethel,200,-73.414,41.3712,55.62,55.15,49.75,61.48,1013.0,91.0,0.0,0.0,,1.0,2.0,2004826.0,US,1627811332.0,1627863056.0,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627806416.0,3600.0,2514651.0,Los Llanos de Aridane,200,-17.9182,28.6585,68.13,68.68,67.75,68.13,1017.0,86.0,19.57,20.0,,40.0,2.0,2002582.0,ES,1627799585.0,1627848166.0,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627806417.0,-21600.0,6089245.0,Norman Wells,200,-126.8329,65.282,57.24,56.52,57.24,57.24,1016.0,82.0,0.0,0.0,,40.0,1.0,951.0,CA,1627817019.0,1627883009.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806417.0,7200.0,6453316.0,Tromsø,200,18.957,69.6496,48.22,46.38,48.22,48.85,999.0,66.0,4.61,60.0,,75.0,1.0,1681.0,NO,1627777410.0,1627852642.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806417.0,3600.0,2334008.0,Kontagora,200,5.4695,10.3999,76.06,77.36,76.06,76.06,1016.0,85.0,6.71,246.0,11.9,89.0,,,NG,1627795630.0,1627840895.0,1016.0,977.0,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806417.0,7200.0,3120410.0,Illescas,200,-3.847,40.1221,62.65,60.55,60.17,65.91,1016.0,41.0,3.78,98.0,3.2,22.0,2.0,2035087.0,ES,1627794808.0,1627846189.0,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627806417.0,-18000.0,3998291.0,Loreto,200,-101.9667,22.2667,60.24,59.22,60.24,60.24,1020.0,69.0,3.8,88.0,7.23,43.0,,,MX,1627820395.0,1627867698.0,1020.0,806.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806417.0,0.0,2412408.0,Nioro,200,-15.75,13.35,76.91,78.44,76.91,76.91,1014.0,88.0,2.77,202.0,3.96,100.0,,,GM,1627800481.0,1627846230.0,1014.0,1010.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806417.0,-36000.0,5850511.0,Makaha,200,-158.2175,21.4694,77.9,78.64,76.66,78.71,1020.0,69.0,12.66,80.0,21.85,1.0,1.0,7866.0,US,1627747549.0,1627794750.0,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806417.0,7200.0,235715.0,Karonga,200,33.9333,-9.9333,75.25,75.06,75.25,75.25,1023.0,55.0,13.65,129.0,16.82,20.0,,,MW,1627790401.0,1627832462.0,1023.0,968.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806336.0,7200.0,2521883.0,Almeria,200,-2.3333,37.1667,67.75,65.82,66.36,71.13,1016.0,34.0,3.38,83.0,3.89,100.0,2.0,2037215.0,ES,1627794849.0,1627845422.0,1016.0,930.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806417.0,7200.0,2847666.0,Rheinbach,200,6.9491,50.6256,64.83,64.17,58.8,66.94,1010.0,67.0,5.68,267.0,8.97,75.0,2.0,2034111.0,DE,1627790359.0,1627845456.0,1010.0,989.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806418.0,7200.0,2996268.0,Manche,200,-1.1667,49.0,60.21,59.59,60.21,60.21,1013.0,78.0,8.28,237.0,11.81,56.0,1.0,6569.0,FR,1627792653.0,1627847057.0,1013.0,999.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627806418.0,7200.0,3125621.0,Castro Urdiales,200,-3.2204,43.3829,62.91,62.33,61.48,64.4,1018.0,73.0,6.82,249.0,10.4,45.0,2.0,2038039.0,ES,1627794162.0,1627846534.0,1018.0,1016.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806418.0,7200.0,1000543.0,Graaff-Reinet,200,24.5308,-32.2522,73.92,71.85,73.92,73.92,1024.0,18.0,17.83,327.0,23.98,60.0,2.0,2031641.0,ZA,1627794672.0,1627832704.0,1024.0,939.0,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627806418.0,-39600.0,4036284.0,Alofi,200,-169.9187,-19.0595,75.09,77.0,75.09,75.09,1007.0,100.0,8.05,300.0,,57.0,1.0,7306.0,NU,1627753690.0,1627794224.0,,,,0.73
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806418.0,10800.0,476982.0,Varnavino,200,45.0916,57.4035,76.78,76.14,76.78,76.78,1009.0,42.0,10.31,265.0,15.14,83.0,,,RU,1627779370.0,1627838138.0,1009.0,996.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806418.0,-21600.0,5946820.0,Edson,200,-116.4356,53.5835,57.31,57.43,57.31,59.14,1023.0,100.0,2.3,250.0,,1.0,1.0,794.0,CA,1627819299.0,1627875739.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806418.0,-18000.0,3945985.0,Camaná,200,-72.7111,-16.6228,60.76,60.58,60.76,60.76,1016.0,86.0,8.46,120.0,9.51,99.0,,,PE,1627816535.0,1627857516.0,1016.0,1014.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806418.0,36000.0,2013465.0,Verkhoyansk,200,133.385,67.5447,71.87,70.3,71.87,71.87,1018.0,33.0,12.55,23.0,14.07,2.0,,,RU,1627752530.0,1627822598.0,1018.0,1003.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806418.0,10800.0,58933.0,Garoowe,200,48.4845,8.4054,88.03,85.44,88.03,88.03,1012.0,28.0,30.49,239.0,35.93,95.0,,,SO,1627785467.0,1627830412.0,1012.0,961.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806418.0,-14400.0,3893629.0,Coquimbo,200,-71.3436,-29.9533,47.93,44.74,47.93,47.93,1018.0,87.0,6.91,100.0,,0.0,1.0,8514.0,CL,1627817428.0,1627855966.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806377.0,7200.0,2662149.0,Ystad,200,13.8204,55.4297,66.7,65.71,66.34,69.06,1004.0,56.0,17.92,252.0,22.95,62.0,1.0,1760.0,SE,1627787496.0,1627845021.0,1004.0,1003.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806419.0,-10800.0,3445026.0,Vila Velha,200,-40.2925,-20.3297,65.05,64.92,53.94,70.97,1028.0,78.0,3.44,300.0,,75.0,2.0,2030202.0,BR,1627809074.0,1627849417.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806419.0,-25200.0,5289658.0,Chino Valley,200,-112.4538,34.7575,66.61,67.01,64.18,71.91,1021.0,86.0,1.01,317.0,1.99,1.0,2.0,2002063.0,US,1627821595.0,1627871531.0,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806419.0,-7200.0,3421982.0,Maniitsoq,200,-52.9,65.4167,49.39,45.45,49.39,49.39,1007.0,70.0,9.51,34.0,9.55,24.0,,,GL,1627799137.0,1627865404.0,1007.0,1003.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627806419.0,36000.0,2171099.0,Codrington,200,141.9667,-38.2667,46.94,43.23,46.94,46.94,1012.0,91.0,7.58,321.0,10.83,60.0,,,AU,1627767207.0,1627803802.0,1012.0,1011.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806419.0,32400.0,2027296.0,Aykhal,200,111.5,66.0,78.87,78.87,78.87,78.87,1016.0,26.0,5.19,172.0,5.61,0.0,,,RU,1627759150.0,1627826482.0,1016.0,964.0,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806419.0,3600.0,2738381.0,Lata,200,-8.3327,40.1629,64.09,63.36,57.06,66.04,1019.0,67.0,2.8,21.0,5.97,24.0,2.0,2013564.0,PT,1627795879.0,1627847271.0,1019.0,999.0,,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,10000.0,1627806419.0,28800.0,2036619.0,Hushitai,200,123.5114,41.9322,73.31,73.87,73.31,74.95,999.0,75.0,11.63,295.0,17.87,61.0,1.0,9680.0,CN,1627763952.0,1627815915.0,999.0,992.0,,2.84
"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,3219.0,1627806419.0,-25200.0,5742974.0,North Bend,200,-124.2243,43.4065,57.33,57.45,54.12,61.25,1020.0,100.0,11.5,350.0,,90.0,1.0,5239.0,US,1627823221.0,1627875555.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806419.0,-14400.0,3647444.0,Calabozo,200,-67.4293,8.9242,71.4,72.81,71.4,71.4,1015.0,97.0,2.51,264.0,2.89,100.0,,,VE,1627813247.0,1627858269.0,1015.0,1003.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806419.0,32400.0,2021017.0,Kysyl-Syr,200,122.7617,63.8986,86.61,83.64,86.61,86.61,1014.0,24.0,4.12,44.0,6.51,1.0,,,RU,1627757854.0,1627822373.0,1014.0,1004.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806419.0,-14400.0,3625542.0,Valera,200,-70.6036,9.3178,71.4,71.62,71.4,71.4,1014.0,72.0,6.08,147.0,6.64,8.0,,,VE,1627813977.0,1627859062.0,1014.0,956.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806420.0,3600.0,2445704.0,Diffa,200,12.6113,13.3154,84.63,88.02,84.63,84.63,1014.0,58.0,13.89,241.0,16.02,99.0,,,NE,1627793676.0,1627839422.0,1014.0,979.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806420.0,14400.0,934322.0,Mahébourg,200,57.7,-20.4081,75.49,75.56,74.25,75.49,1026.0,60.0,18.41,120.0,,75.0,1.0,2061.0,MU,1627785570.0,1627825886.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806420.0,7200.0,2219235.0,Ubari,200,12.7805,26.5921,94.57,90.01,94.57,94.57,1014.0,13.0,10.04,137.0,13.69,0.0,,,LY,1627792427.0,1627840589.0,1014.0,963.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806420.0,25200.0,1568770.0,Quang Ngai,200,108.8,15.1167,91.71,101.37,91.71,91.71,999.0,56.0,8.55,83.0,9.75,100.0,,,VN,1627770435.0,1627816494.0,999.0,998.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806420.0,18000.0,491019.0,Sol'-Iletsk,200,54.9918,51.1631,94.73,92.12,94.73,94.73,1012.0,24.0,12.95,285.0,16.24,57.0,,,RU,1627778696.0,1627834059.0,1012.0,998.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806420.0,-28800.0,5866063.0,Kenai,200,-151.2583,60.5544,53.85,53.26,53.65,55.02,1020.0,92.0,8.05,210.0,,1.0,1.0,7680.0,US,1627825398.0,1627886354.0,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,6000.0,1627806420.0,-18000.0,3932145.0,Pisco,200,-76.2167,-13.7,62.65,62.47,62.02,62.65,1015.0,82.0,4.61,230.0,,90.0,1.0,8691.0,PE,1627817135.0,1627858598.0,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627806420.0,39600.0,2122574.0,Ola,200,151.2833,59.5833,59.16,58.26,59.16,59.16,1004.0,74.0,9.46,198.0,11.9,46.0,,,RU,1627753061.0,1627813476.0,1004.0,1004.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806420.0,10800.0,172515.0,Abu Samrah,200,37.1841,35.3029,94.55,91.18,94.55,94.55,1003.0,21.0,9.35,278.0,9.69,0.0,,,SY,1627785596.0,1627835707.0,1003.0,958.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806420.0,-21600.0,3616594.0,San Rafael del Sur,200,-86.4384,11.8485,76.17,76.96,76.17,76.17,1011.0,74.0,14.79,67.0,31.07,98.0,1.0,7192.0,NI,1627817572.0,1627863067.0,1011.0,996.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627806421.0,-10800.0,3382160.0,Cayenne,200,-52.3333,4.9333,76.08,77.58,75.24,76.08,1015.0,89.0,1.14,0.0,,40.0,2.0,2038747.0,GF,1627809940.0,1627854329.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806421.0,19800.0,1234633.0,Moratuwa,200,79.8816,6.773,86.02,96.46,86.02,86.02,1009.0,73.0,14.09,251.0,18.5,100.0,1.0,9098.0,LK,1627778062.0,1627822747.0,1009.0,1008.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,6000.0,1627806421.0,-10800.0,3393536.0,Olinda,200,-34.8553,-8.0089,76.73,78.01,76.73,76.73,1018.0,83.0,23.02,190.0,,75.0,1.0,8426.0,BR,1627806755.0,1627849125.0,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627806421.0,28800.0,1808770.0,Hebi,200,114.1925,35.8992,87.24,92.73,87.24,87.24,999.0,58.0,10.69,41.0,11.86,1.0,,,CN,1627767030.0,1627817311.0,999.0,983.0,,0.2
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806421.0,-25200.0,5321473.0,Winslow,200,-110.6974,35.0242,71.96,71.96,69.98,71.96,1023.0,66.0,5.75,300.0,,1.0,2.0,2038170.0,US,1627821141.0,1627871142.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806421.0,3600.0,2387890.0,Bouca,200,18.2733,6.5105,72.57,73.9,72.57,72.57,1017.0,93.0,0.43,286.0,1.41,100.0,,,CF,1627792869.0,1627837510.0,1017.0,964.0,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627806421.0,-25200.0,5969025.0,Haines Junction,200,-137.5108,60.7522,57.15,55.29,57.15,57.15,1021.0,58.0,4.61,320.0,,15.0,1.0,287.0,CA,1627822010.0,1627883144.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806421.0,-14400.0,3645532.0,Ciudad Bolivar,200,-63.5497,8.1222,74.77,76.23,74.77,74.77,1015.0,91.0,4.92,81.0,10.51,97.0,,,VE,1627812380.0,1627857273.0,1015.0,1009.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806421.0,3600.0,2222230.0,Sangmélima,200,11.9833,2.9333,69.12,70.2,69.12,69.12,1018.0,95.0,2.42,279.0,10.58,100.0,,,CM,1627794661.0,1627838738.0,1018.0,943.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806421.0,32400.0,2013392.0,Vilyuysk,200,121.6247,63.7553,86.09,83.19,86.09,86.09,1014.0,24.0,4.9,44.0,7.52,4.0,,,RU,1627758211.0,1627822562.0,1014.0,1002.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806422.0,36000.0,2026786.0,Berezovyy,200,135.7,51.6667,57.51,56.57,57.51,57.51,1015.0,77.0,3.33,42.0,4.07,100.0,,,RU,1627759190.0,1627814827.0,1015.0,996.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806422.0,-14400.0,4946620.0,Palmer,200,-72.3287,42.1584,52.36,51.66,48.49,57.85,1013.0,93.0,0.0,0.0,,1.0,2.0,2010865.0,US,1627810953.0,1627862915.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627806422.0,3600.0,2240449.0,Luanda,200,13.2343,-8.8368,72.99,73.56,72.99,72.99,1017.0,76.0,1.74,77.0,2.06,62.0,,,AO,1627795281.0,1627837518.0,1017.0,1009.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806422.0,32400.0,2110560.0,Yamada,200,141.95,39.4667,74.19,75.87,74.19,74.19,1003.0,97.0,2.91,160.0,4.21,99.0,,,JP,1627759887.0,1627811130.0,1003.0,1003.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806422.0,0.0,2629833.0,Husavik,200,-17.3389,66.0449,53.51,51.62,53.51,53.51,1012.0,65.0,4.41,331.0,4.63,98.0,1.0,83.0,IS,1627790121.0,1627857352.0,1012.0,1012.0,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627806422.0,3600.0,2271473.0,Arrentela,200,-9.1,38.6167,66.58,66.56,64.51,69.39,1020.0,77.0,8.05,350.0,,20.0,1.0,6897.0,PT,1627796280.0,1627847239.0,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,8175.0,1627806422.0,25200.0,1611202.0,Chiang Kham,200,100.3,19.5233,89.06,101.66,85.91,89.06,1001.0,87.0,6.42,179.0,11.25,100.0,2.0,2032861.0,TH,1627772089.0,1627818919.0,1001.0,958.0,,0.21
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806423.0,28800.0,1651461.0,Amuntai,200,115.2494,-2.4177,89.06,95.52,89.06,89.06,1007.0,56.0,1.43,177.0,5.32,90.0,,,ID,1627770296.0,1627813537.0,1007.0,1005.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806423.0,-18000.0,5233053.0,Yankton,200,-97.3973,42.8711,59.25,59.29,59.25,65.12,1023.0,94.0,8.05,310.0,,1.0,1.0,6329.0,US,1627816863.0,1627869037.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806423.0,-14400.0,4358916.0,Indian Head,200,-77.1622,38.6001,70.12,70.97,67.68,72.36,1013.0,88.0,0.0,0.0,,90.0,2.0,2019559.0,US,1627812627.0,1627863560.0,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627806423.0,-18000.0,3520161.0,Sabancuy,200,-91.1833,18.9667,76.8,78.31,76.8,76.8,1014.0,88.0,7.58,129.0,14.52,26.0,,,MX,1627818106.0,1627864811.0,1014.0,1014.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627806423.0,7200.0,3012319.0,Joigny,200,3.401,47.9829,65.77,65.52,64.45,66.22,1013.0,74.0,2.82,313.0,3.11,100.0,2.0,2007717.0,FR,1627791759.0,1627845759.0,1013.0,1000.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627806423.0,28800.0,2033147.0,Zhaozhou,200,125.3167,45.6833,76.5,77.09,76.5,76.5,1001.0,69.0,8.77,335.0,7.96,39.0,,,CN,1627762901.0,1627816100.0,1001.0,984.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806423.0,-10800.0,3403687.0,Camocim,200,-40.8411,-2.9022,74.39,75.34,74.39,74.39,1016.0,81.0,11.05,122.0,20.98,92.0,,,BR,1627807793.0,1627850961.0,1016.0,1015.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806423.0,28800.0,1794903.0,Shiyan,200,110.7781,32.6475,103.37,108.43,103.37,103.37,995.0,30.0,3.56,330.0,4.56,0.0,,,CN,1627768243.0,1627817736.0,995.0,968.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806423.0,-21600.0,3620680.0,Bluefields,200,-83.7635,12.0137,78.28,80.08,78.28,78.28,1012.0,91.0,10.78,51.0,21.39,100.0,,,NI,1627816917.0,1627862439.0,1012.0,1012.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806423.0,-18000.0,4315535.0,Bastrop,200,-91.8724,32.7562,79.05,79.05,78.71,80.28,1015.0,92.0,6.6,254.0,13.89,6.0,2.0,2020610.0,US,1627816890.0,1627866358.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627806423.0,7200.0,886763.0,Masvingo,200,30.8277,-20.0637,64.69,63.01,64.69,64.69,1028.0,46.0,6.42,137.0,6.58,0.0,,,ZW,1627791987.0,1627832367.0,1028.0,906.0,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627806423.0,-10800.0,3839982.0,Punta Alta,200,-62.0736,-38.8759,41.49,37.56,41.49,41.49,1032.0,71.0,5.95,356.0,6.29,0.0,,,AR,1627816222.0,1627852723.0,1032.0,1031.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627806424.0,-14400.0,3641351.0,El Tigre,200,-64.2454,8.8875,73.45,74.59,73.45,73.45,1015.0,87.0,4.45,78.0,9.44,89.0,,,VE,1627812486.0,1627857502.0,1015.0,982.0,,
